#1
double Tamb(6052,2) # Time in h and Tamb in degC
17.243,21.3431
17.244,21.3065
17.245,21.3187
17.247,21.3553
17.248,21.3065
17.25,21.3187
17.251,21.3309
17.252,21.2577
17.253,21.3553
17.255,21.3065
17.256,21.3187
17.257,21.3065
17.258,21.3187
17.259,21.2577
17.26,21.3187
17.262,21.2455
17.263,21.4042
17.264,21.3187
17.265,21.3065
17.266,21.3187
17.267,21.3065
17.268,21.3187
17.269,21.3553
17.272,21.3187
17.273,21.2577
17.275,21.3187
17.277,21.3065
17.28,21.3187
17.281,21.3065
17.285,21.3309
17.286,21.3065
17.287,21.3187
17.29,21.2577
17.291,21.3187
17.294,21.3065
17.296,21.2577
17.298,21.3187
17.299,21.3065
17.3,21.3187
17.301,21.3065
17.304,21.2577
17.306,21.3187
17.308,21.2577
17.309,21.3187
17.31,21.3065
17.311,21.3187
17.312,21.3065
17.313,21.3187
17.314,21.3553
17.315,21.2577
17.316,21.3553
17.317,21.3065
17.318,21.3187
17.319,21.3065
17.32,21.3553
17.321,21.3187
17.322,21.3553
17.323,21.3187
17.324,21.3553
17.325,21.2577
17.326,21.3065
17.327,21.3187
17.328,21.3553
17.329,21.3065
17.331,21.3187
17.332,21.3553
17.334,21.3065
17.339,21.3187
17.341,21.3553
17.343,21.3187
17.344,21.2577
17.346,21.3065
17.347,21.3187
17.349,21.3065
17.351,21.3187
17.354,21.3553
17.355,21.3065
17.356,21.3553
17.357,21.3065
17.36,21.3553
17.363,21.4042
17.365,21.3065
17.366,21.3553
17.367,21.3187
17.368,21.3553
17.369,21.3065
17.373,21.2577
17.374,21.3187
17.376,21.3065
17.382,21.3187
17.383,21.3065
17.385,21.3187
17.386,21.3553
17.387,21.4042
17.388,21.3431
17.391,21.3065
17.393,21.4042
17.394,21.3431
17.395,21.4164
17.396,21.3065
17.397,21.3553
17.398,21.4042
17.401,21.3065
17.403,21.3431
17.404,21.3553
17.405,21.4042
17.408,21.453
17.409,21.4042
17.411,21.3065
17.413,21.3187
17.416,21.4164
17.417,21.4042
17.418,21.4164
17.42,21.3553
17.421,21.4042
17.422,21.3553
17.423,21.4042
17.424,21.4164
17.426,21.4042
17.427,21.3553
17.428,21.4042
17.429,21.4164
17.43,21.4042
17.431,21.4164
17.432,21.3065
17.433,21.3187
17.434,21.4164
17.435,21.4042
17.436,21.3553
17.44,21.4042
17.441,21.4164
17.447,21.4042
17.448,21.3553
17.449,21.3431
17.45,21.4042
17.451,21.4164
17.453,21.4042
17.454,21.4164
17.455,21.4042
17.457,21.3553
17.458,21.453
17.459,21.3553
17.46,21.4042
17.463,21.3553
17.465,21.4042
17.466,21.4164
17.467,21.4042
17.468,21.4164
17.469,21.4042
17.47,21.3553
17.471,21.4164
17.473,21.4042
17.474,21.4164
17.476,21.3553
17.477,21.4042
17.481,21.4164
17.483,21.453
17.484,21.4042
17.486,21.4164
17.488,21.4042
17.489,21.453
17.49,21.4164
17.492,21.4042
17.495,21.4408
17.496,21.4042
17.497,21.453
17.498,21.4408
17.499,21.4164
17.503,21.453
17.506,21.4164
17.507,21.3553
17.508,21.4164
17.51,21.4042
17.511,21.4164
17.513,21.4042
17.514,21.453
17.515,21.4042
17.516,21.4164
17.517,21.453
17.518,21.4042
17.521,21.4408
17.522,21.3553
17.523,21.453
17.524,21.4164
17.525,21.4042
17.526,21.4164
17.528,21.453
17.529,21.4042
17.532,21.453
17.533,21.4042
17.534,21.3553
17.535,21.4164
17.537,21.4042
17.539,21.4164
17.54,21.453
17.541,21.4164
17.543,21.453
17.544,21.4164
17.545,21.4042
17.546,21.3553
17.547,21.4042
17.549,21.453
17.55,21.4164
17.552,21.3553
17.553,21.4164
17.554,21.3553
17.555,21.4164
17.558,21.453
17.559,21.3553
17.56,21.4164
17.561,21.4042
17.562,21.4164
17.563,21.4042
17.564,21.4164
17.567,21.4042
17.569,21.453
17.57,21.3553
17.571,21.4042
17.572,21.3553
17.573,21.4042
17.574,21.4164
17.576,21.4042
17.577,21.4164
17.578,21.4042
17.579,21.3553
17.58,21.4042
17.582,21.4164
17.583,21.4042
17.584,21.4164
17.585,21.3675
17.586,21.4042
17.588,21.4164
17.589,21.3553
17.59,21.4042
17.592,21.4164
17.594,21.4042
17.599,21.4164
17.6,21.4042
17.601,21.4164
17.603,21.3553
17.604,21.3431
17.605,21.3553
17.608,21.4042
17.615,21.4164
17.617,21.3553
17.618,21.4042
17.62,21.4164
17.621,21.4042
17.623,21.4164
17.624,21.3553
17.625,21.4042
17.627,21.4164
17.629,21.4042
17.63,21.453
17.631,21.4042
17.632,21.3675
17.633,21.3553
17.635,21.4164
17.638,21.4042
17.639,21.3553
17.64,21.4042
17.641,21.453
17.644,21.4164
17.645,21.3553
17.646,21.3309
17.647,21.4042
17.648,21.3553
17.649,21.4042
17.65,21.3553
17.651,21.4042
17.652,21.3553
17.653,21.4164
17.656,21.3553
17.657,21.4042
17.659,21.4164
17.66,21.4042
17.661,21.3187
17.662,21.4164
17.663,21.453
17.666,21.4164
17.667,21.3553
17.668,21.3309
17.669,21.4042
17.671,21.3187
17.672,21.4164
17.674,21.4042
17.676,21.4164
17.68,21.4042
17.692,21.3553
17.694,21.4164
17.695,21.4042
17.696,21.3919
17.697,21.3675
17.698,21.4042
17.7,21.3553
17.701,21.3065
17.702,21.3553
17.703,21.3187
17.704,21.3431
17.706,21.4042
17.708,21.3431
17.71,21.3065
17.713,21.3431
17.714,21.4164
17.715,21.3553
17.716,21.3065
17.717,21.3187
17.719,21.3065
17.72,21.4164
17.721,21.3065
17.722,21.3187
17.723,21.3553
17.724,21.4042
17.73,21.3065
17.731,21.3553
17.733,21.4164
17.734,21.3553
17.737,21.4164
17.738,21.4042
17.742,21.3065
17.746,21.3187
17.747,21.4042
17.749,21.3431
17.75,21.3553
17.751,21.4042
17.752,21.3187
17.753,21.3309
17.754,21.3187
17.756,21.3553
17.757,21.3065
17.76,21.3553
17.762,21.3065
17.767,21.3187
17.771,21.3553
17.774,21.3187
17.776,21.3065
17.778,21.3187
17.781,21.3553
17.782,21.3065
17.784,21.3187
17.785,21.3065
17.787,21.3431
17.788,21.3065
17.789,21.3553
17.791,21.3065
17.792,21.3553
17.793,21.3187
17.794,21.3431
17.795,21.3187
17.796,21.3065
17.797,21.3309
17.798,21.3065
17.8,21.3187
17.801,21.3553
17.802,21.2577
17.803,21.3431
17.804,21.3553
17.805,21.3065
17.806,21.3187
17.81,21.2577
17.811,21.3553
17.812,21.3187
17.813,21.3065
17.815,21.3187
17.816,21.3065
17.818,21.3553
17.819,21.3187
17.82,21.3065
17.821,21.3553
17.822,21.3187
17.823,21.3065
17.824,21.3553
17.828,21.3065
17.83,21.3187
17.831,21.3065
17.833,21.3187
17.834,21.3065
17.835,21.3187
17.836,21.3553
17.837,21.3065
17.838,21.4042
17.839,21.3065
17.84,21.3187
17.841,21.4042
17.842,21.4164
17.843,21.3065
17.844,21.3553
17.846,21.3065
17.847,21.3187
17.848,21.3309
17.849,21.3187
17.85,21.3553
17.852,21.3187
17.853,21.3065
17.854,21.3187
17.855,21.3065
17.856,21.3553
17.857,21.3431
17.858,21.3187
17.862,21.3553
17.863,21.3065
17.869,21.3553
17.87,21.3187
17.871,21.3553
17.874,21.3187
17.876,21.3065
17.877,21.3187
17.878,21.3431
17.879,21.3065
17.88,21.3187
17.883,21.3553
17.884,21.3187
17.886,21.3065
17.889,21.3187
17.891,21.2577
17.892,21.3553
17.894,21.3187
17.895,21.3065
17.897,21.3553
17.898,21.3187
17.899,21.2577
17.9,21.3187
17.901,21.3065
17.902,21.3553
17.903,21.3431
17.904,21.3187
17.906,21.3553
17.908,21.3065
17.909,21.3553
17.91,21.3065
17.911,21.3553
17.912,21.3187
17.917,21.2577
17.918,21.3553
17.921,21.3065
17.922,21.3553
17.923,21.3187
17.924,21.2577
17.925,21.3065
17.926,21.3187
17.928,21.3553
17.929,21.3065
17.93,21.2577
17.932,21.4042
17.933,21.3065
17.934,21.3187
17.935,21.3553
17.936,21.3431
17.937,21.3187
17.938,21.3553
17.939,21.3065
17.94,21.3553
17.941,21.3187
17.942,21.3553
17.945,21.3187
17.946,21.2577
17.947,21.3431
17.948,21.3553
17.95,21.4042
17.951,21.3431
17.953,21.2577
17.954,21.3187
17.955,21.3065
17.956,21.3553
17.957,21.3065
17.958,21.3187
17.959,21.2577
17.96,21.3187
17.961,21.3065
17.962,21.3187
17.963,21.3065
17.964,21.3431
17.965,21.3553
17.966,21.3065
17.967,21.3553
17.968,21.3065
17.97,21.2699
17.972,21.3065
17.973,21.3553
17.975,21.2577
17.976,21.3187
17.977,21.3065
17.978,21.3187
17.982,21.3553
17.983,21.3065
17.984,21.2577
17.985,21.3065
17.987,21.3187
17.988,21.3065
17.989,21.4042
17.99,21.3065
17.991,21.3187
17.992,21.2577
17.993,21.3553
17.994,21.3065
17.995,21.2577
17.996,21.3187
17.999,21.3431
18,21.3187
18.001,21.2577
18.002,21.3065
18.004,21.3187
18.006,21.3553
18.007,21.3187
18.008,21.2577
18.009,21.3065
18.01,21.3187
18.013,21.3065
18.015,21.3553
18.017,21.3187
18.019,21.2577
18.02,21.3187
18.022,21.3065
18.025,21.3553
18.027,21.3431
18.028,21.3065
18.032,21.3553
18.033,21.3187
18.034,21.3065
18.035,21.2577
18.036,21.3065
18.038,21.2577
18.039,21.3187
18.04,21.3553
18.041,21.3187
18.043,21.3553
18.044,21.2577
18.045,21.3187
18.052,21.3553
18.053,21.3187
18.054,21.3065
18.055,21.3187
18.056,21.3065
18.06,21.2577
18.063,21.3187
18.064,21.3553
18.066,21.3187
18.069,21.3065
18.071,21.3553
18.073,21.2577
18.074,21.3065
18.075,21.3553
18.076,21.2943
18.078,21.3187
18.079,21.2577
18.08,21.3187
18.085,21.3065
18.086,21.3431
18.087,21.3065
18.088,21.2577
18.089,21.3187
18.09,21.3065
18.093,21.3187
18.095,21.3065
18.097,21.3553
18.1,21.3187
18.102,21.3065
18.104,21.3187
18.105,21.3065
18.106,21.3187
18.107,21.3065
18.108,21.2577
18.109,21.3187
18.11,21.3065
18.111,21.3187
18.112,21.3553
18.113,21.3431
18.114,21.3553
18.115,21.3187
18.116,21.3065
18.117,21.3431
18.119,21.3187
18.121,21.3065
18.122,21.3431
18.123,21.3553
18.124,21.4164
18.126,21.3065
18.127,21.3187
18.128,21.3431
18.129,21.3553
18.131,21.3065
18.132,21.3553
18.133,21.3187
18.134,21.3065
18.136,21.4164
18.137,21.3553
18.138,21.3065
18.14,21.3187
18.141,21.3431
18.142,21.3065
18.143,21.3553
18.144,21.3065
18.145,21.3553
18.147,21.4042
18.148,21.4164
18.149,21.3187
18.151,21.3065
18.153,21.3675
18.154,21.3187
18.155,21.3553
18.156,21.3065
18.157,21.4042
18.158,21.3553
18.162,21.3187
18.164,21.3431
18.165,21.3553
18.17,21.4042
18.174,21.3065
18.175,21.3553
18.178,21.4042
18.18,21.3187
18.181,21.3065
18.182,21.3553
18.184,21.3187
18.185,21.3553
18.186,21.4164
18.189,21.3431
18.191,21.3187
18.193,21.3431
18.194,21.3187
18.195,21.3553
18.197,21.4042
18.198,21.3553
18.199,21.3065
18.2,21.3431
18.201,21.3553
18.202,21.4164
18.205,21.4042
18.208,21.3553
18.209,21.3065
18.211,21.3553
18.212,21.3065
18.216,21.4042
18.218,21.3065
18.22,21.3553
18.222,21.4164
18.223,21.4042
18.224,21.3187
18.225,21.3065
18.226,21.4042
18.227,21.3553
18.228,21.4042
18.229,21.3675
18.23,21.3187
18.231,21.3065
18.232,21.3431
18.233,21.4042
18.234,21.4164
18.235,21.4042
18.237,21.3187
18.239,21.3065
18.241,21.3187
18.242,21.3065
18.243,21.4164
18.244,21.3187
18.245,21.3065
18.246,21.4042
18.248,21.3431
18.249,21.3187
18.25,21.4042
18.251,21.2577
18.252,21.3553
18.253,21.4042
18.255,21.3431
18.256,21.3065
18.257,21.4042
18.258,21.3187
18.259,21.3553
18.261,21.3187
18.262,21.3553
18.263,21.4042
18.264,21.3187
18.266,21.3553
18.267,21.4164
18.268,21.3187
18.271,21.4042
18.272,21.3187
18.275,21.3309
18.276,21.3553
18.279,21.3431
18.28,21.3553
18.282,21.4042
18.283,21.3187
18.284,21.3431
18.285,21.3187
18.286,21.3065
18.287,21.3553
18.288,21.3065
18.29,21.3431
18.291,21.3553
18.292,21.3187
18.294,21.3553
18.298,21.3187
18.299,21.3065
18.301,21.4042
18.302,21.3187
18.304,21.4042
18.305,21.3553
18.308,21.3187
18.309,21.3065
18.313,21.3553
18.314,21.3065
18.315,21.3553
18.317,21.3187
18.319,21.3065
18.323,21.3187
18.324,21.3431
18.325,21.3187
18.329,21.3065
18.33,21.3187
18.331,21.3553
18.335,21.2577
18.336,21.3553
18.338,21.3187
18.339,21.3065
18.341,21.3553
18.344,21.3065
18.345,21.3187
18.346,21.3065
18.348,21.3187
18.35,21.3553
18.351,21.3187
18.353,21.3065
18.354,21.3187
18.356,21.3553
18.357,21.3187
18.359,21.3065
18.36,21.3187
18.361,21.3065
18.362,21.3553
18.363,21.3065
18.364,21.3187
18.365,21.3065
18.366,21.4042
18.367,21.3065
18.368,21.3187
18.369,21.3065
18.371,21.3187
18.374,21.3553
18.375,21.3065
18.376,21.3553
18.378,21.3065
18.379,21.3553
18.38,21.3065
18.381,21.3553
18.383,21.3065
18.385,21.3187
18.386,21.4164
18.387,21.3553
18.388,21.3187
18.389,21.3553
18.392,21.3187
18.393,21.3065
18.396,21.3553
18.398,21.3065
18.404,21.3431
18.406,21.3065
18.407,21.3553
18.408,21.4164
18.409,21.3065
18.41,21.3187
18.412,21.3065
18.413,21.2577
18.414,21.3065
18.415,21.3187
18.416,21.3553
18.417,21.3065
18.418,21.3187
18.419,21.3553
18.42,21.3187
18.421,21.3065
18.422,21.2577
18.423,21.3065
18.424,21.2577
18.425,21.3553
18.426,21.3187
18.427,21.3065
18.428,21.3187
18.43,21.3065
18.431,21.3431
18.432,21.3065
18.433,21.3187
18.435,21.3065
18.437,21.3553
18.438,21.3187
18.439,21.3065
18.44,21.3553
18.441,21.2577
18.442,21.3431
18.443,21.2577
18.444,21.3065
18.445,21.3553
18.446,21.3187
18.449,21.3553
18.452,21.3065
18.453,21.2577
18.454,21.3065
18.456,21.3187
18.457,21.3553
18.458,21.3187
18.459,21.3065
18.46,21.2577
18.461,21.3187
18.462,21.3553
18.463,21.3187
18.467,21.3065
18.469,21.3187
18.47,21.2577
18.471,21.3187
18.474,21.3065
18.475,21.3553
18.476,21.3065
18.479,21.3187
18.481,21.2577
18.482,21.3309
18.483,21.3187
18.485,21.3065
18.486,21.3187
18.487,21.2577
18.489,21.3553
18.49,21.3065
18.491,21.3187
18.492,21.3065
18.493,21.2577
18.494,21.3187
18.495,21.2577
18.496,21.3187
18.497,21.3553
18.499,21.3065
18.501,21.3187
18.503,21.3065
18.504,21.3187
18.505,21.3065
18.506,21.3553
18.508,21.3065
18.509,21.3187
18.511,21.3065
18.512,21.2577
18.513,21.3065
18.514,21.2577
18.515,21.3553
18.516,21.3065
18.518,21.3553
18.519,21.3187
18.52,21.3065
18.521,21.2577
18.522,21.3065
18.523,21.2577
18.524,21.3187
18.526,21.3065
18.527,21.3187
18.531,21.3065
18.534,21.3553
18.538,21.3187
18.539,21.3431
18.54,21.3187
18.541,21.3065
18.543,21.2577
18.545,21.3065
18.546,21.3187
18.548,21.3553
18.549,21.2577
18.55,21.3065
18.551,21.2577
18.552,21.3187
18.558,21.3065
18.559,21.3187
18.561,21.3553
18.562,21.3065
18.563,21.2577
18.564,21.3187
18.568,21.3553
18.569,21.3065
18.57,21.3187
18.571,21.2577
18.573,21.3187
18.574,21.3065
18.575,21.2577
18.576,21.3065
18.578,21.3187
18.58,21.2943
18.581,21.3431
18.582,21.3553
18.583,21.3187
18.584,21.3553
18.585,21.3187
18.586,21.3553
18.587,21.3065
18.588,21.3553
18.59,21.2577
18.592,21.3553
18.593,21.3187
18.594,21.2943
18.595,21.3187
18.596,21.3065
18.597,21.3187
18.598,21.2577
18.599,21.3065
18.6,21.3553
18.601,21.3187
18.604,21.2577
18.605,21.3187
18.609,21.2577
18.61,21.3187
18.615,21.3065
18.616,21.3553
18.617,21.3187
18.619,21.3065
18.62,21.2577
18.621,21.3553
18.622,21.3065
18.625,21.2699
18.626,21.3553
18.627,21.3065
18.628,21.2577
18.629,21.3065
18.63,21.3187
18.631,21.3553
18.633,21.3065
18.637,21.3553
18.638,21.3065
18.639,21.3187
18.64,21.3065
18.641,21.3187
18.642,21.3065
18.645,21.3187
18.646,21.3065
18.648,21.3187
18.649,21.3065
18.65,21.3187
18.651,21.2577
18.652,21.3187
18.653,21.2577
18.654,21.3065
18.655,21.3187
18.656,21.3065
18.657,21.2577
18.658,21.3187
18.659,21.3065
18.66,21.2577
18.661,21.3065
18.662,21.3187
18.663,21.3065
18.665,21.3187
18.667,21.3065
18.67,21.3553
18.671,21.3065
18.672,21.3187
18.673,21.3065
18.675,21.2577
18.677,21.3065
18.678,21.2577
18.679,21.3187
18.681,21.3065
18.682,21.3187
18.683,21.3065
18.686,21.2577
18.687,21.3187
18.688,21.3553
18.689,21.3187
18.69,21.3553
18.691,21.3065
18.692,21.3187
18.694,21.2577
18.695,21.3187
18.696,21.3065
18.697,21.2577
18.698,21.3187
18.699,21.2577
18.7,21.3187
18.701,21.3065
18.702,21.3187
18.71,21.3065
18.713,21.3187
18.714,21.3065
18.716,21.3187
18.717,21.3553
18.719,21.3065
18.723,21.2577
18.724,21.3065
18.726,21.3187
18.728,21.3553
18.729,21.2577
18.73,21.3065
18.731,21.2577
18.732,21.3187
18.733,21.2577
18.734,21.3065
18.736,21.3187
18.737,21.2577
18.738,21.3065
18.74,21.3187
18.741,21.3065
18.742,21.3187
18.743,21.2577
18.745,21.3065
18.746,21.3187
18.747,21.3065
18.748,21.3187
18.749,21.3065
18.75,21.2577
18.751,21.3553
18.752,21.2577
18.753,21.3187
18.758,21.2088
18.759,21.2577
18.763,21.3187
18.764,21.3065
18.765,21.2943
18.766,21.2577
18.767,21.3065
18.768,21.3187
18.769,21.2577
18.77,21.3065
18.771,21.3187
18.772,21.2577
18.773,21.3187
18.776,21.3065
18.778,21.2943
18.779,21.2577
18.782,21.3553
18.783,21.3187
18.784,21.3065
18.785,21.2577
18.787,21.3065
18.788,21.2577
18.789,21.3065
18.79,21.3431
18.791,21.3553
18.793,21.2577
18.794,21.3553
18.795,21.3065
18.796,21.3187
18.797,21.3065
18.798,21.3553
18.8,21.3065
18.801,21.3187
18.802,21.3065
18.807,21.3187
18.809,21.3065
18.81,21.2577
18.811,21.3553
18.812,21.3187
18.814,21.3065
18.82,21.3187
18.823,21.3065
18.826,21.3187
18.829,21.3065
18.832,21.3553
18.833,21.3065
18.834,21.3187
18.835,21.2577
18.836,21.3065
18.838,21.2943
18.839,21.3187
18.84,21.3065
18.841,21.3187
18.842,21.3065
18.844,21.3187
18.845,21.2577
18.846,21.3187
18.848,21.2455
18.849,21.3187
18.85,21.2577
18.851,21.3187
18.852,21.2577
18.853,21.3065
18.854,21.2455
18.855,21.3065
18.856,21.3187
18.857,21.2088
18.858,21.3553
18.859,21.2577
18.86,21.3553
18.861,21.3065
18.862,21.2577
18.863,21.3187
18.865,21.3553
18.866,21.2577
18.867,21.3187
18.868,21.3065
18.869,21.3553
18.87,21.3065
18.871,21.2577
18.872,21.3553
18.874,21.3065
18.875,21.2577
18.876,21.2455
18.877,21.3187
18.881,21.3553
18.882,21.3065
18.884,21.3187
18.885,21.3065
18.888,21.3187
18.889,21.3065
18.89,21.2577
18.892,21.3065
18.893,21.2577
18.894,21.3187
18.896,21.2577
18.897,21.2455
18.898,21.3065
18.899,21.3187
18.901,21.2577
18.902,21.3187
18.903,21.2577
18.904,21.3065
18.905,21.3187
18.907,21.3065
18.913,21.3187
18.914,21.3065
18.918,21.3553
18.919,21.3065
18.922,21.2943
18.923,21.3065
18.926,21.2577
18.927,21.3065
18.931,21.3187
18.932,21.2577
18.933,21.3553
18.934,21.2577
18.935,21.3187
18.936,21.3065
18.937,21.2577
18.938,21.3187
18.939,21.3065
18.94,21.3187
18.942,21.3065
18.943,21.2577
18.944,21.3065
18.945,21.2577
18.946,21.3065
18.948,21.3187
18.95,21.2943
18.951,21.3187
18.952,21.2577
18.954,21.3065
18.955,21.2577
18.956,21.3187
18.957,21.2577
18.959,21.3065
18.96,21.2455
18.962,21.2577
18.966,21.3187
18.967,21.3065
18.968,21.3187
18.97,21.3065
18.972,21.2577
18.974,21.3065
18.976,21.3187
18.977,21.3065
18.978,21.3187
18.98,21.2577
18.981,21.3187
18.982,21.2577
18.983,21.3065
18.984,21.3187
18.985,21.2577
18.986,21.3065
18.989,21.2699
18.99,21.3065
18.991,21.2577
18.992,21.3065
18.993,21.3187
18.994,21.3065
18.997,21.2577
18.998,21.3065
18.999,21.2577
19.001,21.3187
19.002,21.2577
19.003,21.3187
19.004,21.3065
19.007,21.2577
19.008,21.3065
19.01,21.3187
19.011,21.2577
19.012,21.3187
19.013,21.2577
19.014,21.3065
19.015,21.2577
19.016,21.3553
19.017,21.3065
19.019,21.2577
19.02,21.3065
19.022,21.3187
19.023,21.2577
19.026,21.3187
19.027,21.2577
19.028,21.3065
19.029,21.2577
19.03,21.3065
19.031,21.2943
19.032,21.3065
19.033,21.3187
19.035,21.3065
19.036,21.2577
19.039,21.2455
19.04,21.2577
19.042,21.3065
19.043,21.2577
19.046,21.3065
19.049,21.2577
19.05,21.3065
19.051,21.3187
19.052,21.3065
19.053,21.3187
19.054,21.2577
19.056,21.3187
19.057,21.2577
19.058,21.3065
19.06,21.2577
19.061,21.3065
19.062,21.221
19.063,21.3065
19.066,21.3187
19.067,21.2455
19.068,21.2333
19.069,21.3187
19.07,21.3065
19.071,21.2577
19.073,21.3065
19.076,21.3187
19.077,21.3065
19.081,21.2577
19.082,21.3553
19.083,21.2577
19.084,21.3065
19.085,21.2577
19.086,21.3065
19.091,21.3187
19.092,21.3065
19.096,21.2943
19.097,21.3553
19.098,21.2577
19.101,21.3065
19.104,21.3187
19.105,21.3065
19.108,21.3187
19.109,21.2455
19.11,21.2577
19.111,21.3065
19.113,21.3187
19.116,21.2577
19.117,21.3065
19.118,21.3553
19.12,21.3065
19.121,21.3553
19.123,21.3065
19.124,21.2577
19.125,21.3187
19.126,21.3065
19.132,21.3187
19.134,21.3065
19.135,21.2577
19.137,21.3065
19.138,21.2577
19.14,21.3187
19.141,21.3065
19.146,21.2088
19.147,21.3187
19.148,21.3065
19.149,21.3187
19.152,21.2455
19.153,21.2577
19.154,21.3187
19.155,21.3065
19.156,21.2577
19.157,21.2455
19.158,21.3065
19.159,21.2577
19.16,21.3065
19.161,21.2577
19.162,21.3065
19.164,21.2577
19.166,21.3065
19.167,21.2577
19.168,21.3187
19.169,21.3065
19.17,21.3187
19.171,21.3065
19.172,21.3431
19.173,21.2088
19.174,21.2577
19.18,21.3065
19.181,21.2577
19.182,21.3187
19.183,21.3065
19.188,21.2088
19.189,21.3065
19.193,21.3187
19.195,21.3065
19.196,21.3187
19.201,21.2577
19.202,21.3553
19.203,21.3065
19.205,21.3187
19.206,21.3065
19.207,21.2577
19.208,21.3187
19.209,21.3065
19.21,21.3553
19.211,21.2577
19.213,21.3187
19.214,21.2577
19.215,21.3065
19.216,21.2577
19.217,21.3065
19.218,21.2699
19.219,21.3065
19.221,21.2577
19.223,21.3065
19.224,21.2577
19.225,21.3187
19.226,21.3065
19.227,21.2577
19.228,21.3065
19.229,21.3187
19.23,21.2577
19.233,21.3065
19.235,21.3553
19.236,21.2455
19.237,21.2577
19.241,21.3065
19.245,21.3553
19.246,21.2455
19.247,21.3065
19.25,21.2577
19.254,21.3065
19.256,21.3187
19.257,21.3065
19.258,21.3187
19.259,21.2577
19.26,21.3065
19.261,21.3187
19.262,21.3065
19.263,21.2943
19.265,21.3187
19.266,21.3065
19.268,21.2577
19.27,21.3065
19.271,21.3553
19.272,21.3065
19.274,21.2088
19.275,21.3065
19.276,21.2577
19.277,21.3431
19.278,21.3065
19.279,21.3187
19.282,21.3553
19.283,21.3065
19.284,21.2577
19.285,21.3065
19.286,21.3187
19.287,21.2577
19.288,21.3065
19.289,21.2577
19.29,21.3065
19.291,21.3187
19.292,21.3065
19.293,21.3187
19.294,21.2088
19.295,21.3065
19.296,21.3187
19.297,21.3065
19.3,21.2577
19.301,21.3187
19.302,21.3065
19.304,21.3187
19.305,21.3065
19.307,21.3187
19.308,21.2577
19.309,21.3065
19.313,21.3187
19.314,21.221
19.315,21.3065
19.317,21.3553
19.318,21.3065
19.32,21.3187
19.321,21.3065
19.324,21.3187
19.325,21.3065
19.327,21.2577
19.328,21.3065
19.329,21.2577
19.33,21.3065
19.332,21.3187
19.333,21.3065
19.335,21.2088
19.336,21.2577
19.337,21.3065
19.34,21.3187
19.342,21.3065
19.344,21.3187
19.345,21.3065
19.348,21.3553
19.351,21.2088
19.352,21.3065
19.353,21.3187
19.354,21.2699
19.355,21.2577
19.358,21.3065
19.359,21.2088
19.36,21.3065
19.361,21.3187
19.362,21.3065
19.363,21.2577
19.366,21.3553
19.367,21.3065
19.37,21.3553
19.371,21.3187
19.372,21.2577
19.373,21.3065
19.374,21.2577
19.377,21.2455
19.378,21.3431
19.379,21.3065
19.382,21.2088
19.383,21.2577
19.384,21.2943
19.385,21.2577
19.386,21.3187
19.387,21.3065
19.39,21.3187
19.391,21.3065
19.392,21.2455
19.393,21.3065
19.396,21.2088
19.397,21.2943
19.398,21.3065
19.4,21.2577
19.401,21.3065
19.404,21.3187
19.408,21.2577
19.409,21.3187
19.41,21.3065
19.411,21.2943
19.412,21.3065
19.418,21.2577
19.419,21.3065
19.42,21.2577
19.422,21.3065
19.429,21.2088
19.43,21.3065
19.431,21.3553
19.432,21.3065
19.433,21.3187
19.434,21.2455
19.435,21.3187
19.436,21.2577
19.437,21.221
19.438,21.3065
19.441,21.3187
19.446,21.3065
19.447,21.2088
19.448,21.3065
19.449,21.2577
19.45,21.3065
19.451,21.3187
19.452,21.3065
19.454,21.3187
19.455,21.2577
19.457,21.3187
19.458,21.2577
19.46,21.3065
19.461,21.3187
19.462,21.2577
19.463,21.2088
19.464,21.3065
19.468,21.3187
19.469,21.3065
19.471,21.3187
19.472,21.3065
19.473,21.2943
19.474,21.3187
19.476,21.3065
19.478,21.2577
19.479,21.3187
19.48,21.3065
19.483,21.2577
19.486,21.3065
19.487,21.2088
19.488,21.3065
19.489,21.3187
19.491,21.3065
19.494,21.3187
19.495,21.2455
19.497,21.3187
19.498,21.3065
19.505,21.3187
19.508,21.2088
19.51,21.3065
19.513,21.2088
19.514,21.3065
19.516,21.2577
19.517,21.221
19.518,21.3065
19.522,21.221
19.523,21.2577
19.527,21.3065
19.528,21.221
19.531,21.3065
19.532,21.221
19.533,21.2088
19.535,21.3065
19.537,21.221
19.539,21.2088
19.543,21.2455
19.544,21.3553
19.545,21.2577
19.546,21.2088
19.55,21.3187
19.551,21.2577
19.552,21.3065
19.553,21.2088
19.554,21.3065
19.555,21.2088
19.556,21.2577
19.557,21.2088
19.559,21.3187
19.56,21.3065
19.561,21.2088
19.562,21.221
19.563,21.2088
19.564,21.2699
19.565,21.2455
19.566,21.2577
19.567,21.221
19.568,21.3553
19.571,21.2088
19.572,21.3065
19.574,21.221
19.579,21.2455
19.583,21.3187
19.584,21.221
19.586,21.3065
19.589,21.3187
19.591,21.3065
19.592,21.221
19.593,21.2577
19.594,21.2088
19.595,21.3065
19.596,21.2577
19.597,21.3065
19.599,21.221
19.6,21.2699
19.601,21.3065
19.603,21.2577
19.606,21.3065
19.608,21.3187
19.609,21.3065
19.612,21.2577
19.614,21.3065
19.615,21.2088
19.616,21.3065
19.618,21.2943
19.621,21.3065
