#1
double Tamb(6052,2) # Time in h and Tamb in degC
19.623,21.2577
19.625,21.2088
19.626,21.221
19.627,21.3187
19.628,21.3065
19.631,21.2699
19.632,21.221
19.633,21.2577
19.635,21.221
19.636,21.2088
19.637,21.2577
19.643,21.2455
19.644,21.2088
19.646,21.3065
19.647,21.2088
19.648,21.2577
19.65,21.3187
19.651,21.2088
19.655,21.2455
19.659,21.3065
19.661,21.2088
19.662,21.3065
19.664,21.221
19.669,21.3065
19.67,21.2577
19.671,21.3065
19.672,21.16
19.673,21.3065
19.674,21.2088
19.676,21.2577
19.678,21.3065
19.679,21.2577
19.68,21.3065
19.684,21.2088
19.685,21.3065
19.686,21.2455
19.687,21.2577
19.688,21.2088
19.693,21.3065
19.695,21.2088
19.696,21.221
19.698,21.2455
19.699,21.221
19.703,21.2088
19.706,21.2333
19.707,21.2577
19.708,21.2455
19.709,21.3187
19.71,21.2088
19.711,21.3065
19.712,21.3187
19.713,21.2088
19.714,21.221
19.717,21.2088
19.719,21.3187
19.723,21.3065
19.724,21.2088
19.726,21.3065
19.727,21.2088
19.728,21.3065
19.729,21.221
19.73,21.2088
19.731,21.2577
19.732,21.2088
19.733,21.2577
19.736,21.3065
19.739,21.221
19.74,21.2088
19.741,21.2577
19.743,21.3065
19.744,21.2577
19.745,21.3065
19.746,21.2088
19.748,21.3065
19.751,21.2088
19.752,21.2455
19.753,21.2577
19.754,21.221
19.755,21.2577
19.758,21.2455
19.759,21.3065
19.761,21.2455
19.762,21.2577
19.763,21.2088
19.764,21.2577
19.765,21.2088
19.768,21.3065
19.772,21.2455
19.773,21.2577
19.775,21.2455
19.776,21.2577
19.777,21.2088
19.778,21.2455
19.779,21.2943
19.781,21.2577
19.782,21.3187
19.785,21.2699
19.786,21.2577
19.789,21.221
19.79,21.2577
19.793,21.3065
19.797,21.221
19.8,21.3065
19.801,21.2088
19.802,21.2577
19.806,21.2088
19.807,21.2577
19.808,21.2088
19.811,21.3065
19.812,21.2088
19.815,21.2577
19.816,21.3065
19.818,21.2088
19.819,21.3187
19.82,21.2577
19.821,21.3187
19.822,21.2088
19.826,21.3065
19.827,21.2577
19.828,21.2455
19.829,21.2699
19.83,21.2577
19.832,21.2088
19.833,21.2577
19.834,21.3065
19.838,21.2088
19.842,21.3065
19.845,21.2577
19.848,21.2455
19.849,21.3065
19.851,21.2088
19.854,21.3065
19.855,21.2577
19.856,21.3065
19.859,21.2088
19.861,21.3065
19.864,21.2577
19.865,21.3187
19.866,21.2577
19.867,21.3187
19.868,21.2577
19.869,21.3065
19.873,21.2088
19.874,21.3065
19.875,21.3187
19.876,21.2577
19.878,21.2943
19.88,21.3187
19.881,21.3065
19.883,21.2577
19.884,21.3065
19.886,21.2577
19.89,21.3065
19.891,21.2577
19.892,21.3187
19.893,21.3065
19.897,21.3187
19.899,21.3065
19.9,21.3553
19.901,21.3187
19.903,21.3065
19.904,21.3553
19.905,21.3187
19.906,21.3065
19.907,21.3187
19.908,21.2577
19.909,21.3187
19.912,21.3065
19.915,21.3187
19.917,21.3065
19.918,21.3187
19.919,21.3065
19.92,21.3187
19.921,21.3065
19.923,21.3553
19.925,21.2577
19.926,21.3065
19.927,21.3553
19.928,21.3187
19.93,21.2577
19.931,21.3187
19.933,21.3065
19.934,21.2577
19.935,21.3065
19.936,21.2577
19.937,21.3065
19.938,21.3431
19.939,21.3065
19.941,21.3553
19.942,21.3065
19.943,21.3431
19.944,21.3065
19.946,21.2577
19.947,21.3187
19.948,21.3065
19.949,21.3187
19.952,21.3065
19.953,21.3187
19.955,21.3065
19.956,21.3187
19.957,21.2577
19.958,21.3553
19.959,21.3065
19.96,21.3187
19.961,21.3553
19.962,21.3187
19.963,21.3065
19.964,21.3187
19.965,21.3065
19.967,21.3187
19.968,21.2577
19.969,21.3065
19.97,21.3187
19.971,21.3065
19.972,21.3187
19.973,21.3065
19.975,21.3187
19.976,21.3065
19.978,21.3553
19.979,21.2577
19.981,21.3553
19.982,21.3065
19.983,21.2577
19.984,21.3065
19.985,21.2577
19.986,21.3065
19.989,21.3553
19.991,21.2577
19.992,21.3187
19.994,21.3065
19.995,21.2577
19.996,21.3065
19.997,21.3187
19.998,21.3065
20,21.3187
20.001,21.3065
20.002,21.2577
20.003,21.3187
20.004,21.3065
20.005,21.3187
20.006,21.3553
20.007,21.3187
20.008,21.3065
20.009,21.3553
20.01,21.3187
20.011,21.3065
20.012,21.2577
20.014,21.3187
20.015,21.2577
20.016,21.3065
20.017,21.2943
20.018,21.2455
20.019,21.2577
20.02,21.3187
20.021,21.2455
20.022,21.3065
20.023,21.3187
20.024,21.3065
20.025,21.3431
20.026,21.3065
20.027,21.3553
20.028,21.2577
20.029,21.3065
20.03,21.3553
20.031,21.2577
20.032,21.3187
20.033,21.3065
20.034,21.3187
20.035,21.3065
20.037,21.3187
20.038,21.2577
20.039,21.3553
20.041,21.3065
20.042,21.3187
20.043,21.2577
20.044,21.2088
20.045,21.2577
20.047,21.3065
20.05,21.2577
20.052,21.3065
20.054,21.3553
20.055,21.2577
20.056,21.3065
20.057,21.3187
20.058,21.2577
20.059,21.3187
20.063,21.3065
20.066,21.221
20.067,21.3187
20.07,21.3065
20.071,21.2577
20.072,21.3187
20.073,21.3065
20.075,21.3187
20.078,21.3065
20.079,21.2577
20.081,21.3187
20.082,21.3065
20.083,21.3187
20.084,21.2577
20.085,21.3187
20.086,21.2577
20.087,21.3065
20.088,21.2577
20.089,21.3065
20.09,21.2577
20.091,21.3065
20.093,21.2577
20.094,21.3553
20.098,21.3065
20.099,21.2577
20.1,21.3065
20.101,21.3187
20.103,21.3065
20.106,21.3187
20.107,21.3065
20.108,21.2577
20.109,21.3187
20.11,21.3065
20.111,21.3187
20.112,21.3065
20.113,21.2088
20.114,21.2699
20.115,21.2943
20.116,21.2577
20.117,21.3065
20.118,21.3187
20.119,21.3065
20.12,21.3187
20.121,21.3065
20.125,21.2577
20.126,21.3187
20.127,21.2577
20.128,21.3065
20.132,21.2577
20.133,21.3065
20.134,21.2577
20.139,21.3065
20.14,21.2455
20.141,21.2577
20.143,21.3065
20.145,21.2577
20.147,21.3065
20.148,21.2577
20.149,21.3187
20.15,21.3065
20.152,21.2699
20.157,21.3065
20.168,21.3187
20.169,21.2577
20.171,21.3065
20.172,21.2577
20.173,21.3065
20.174,21.3187
20.175,21.3065
20.179,21.221
20.181,21.3065
20.182,21.221
20.183,21.3187
20.184,21.221
20.185,21.2088
20.186,21.221
20.187,21.3065
20.188,21.221
20.189,21.2088
20.19,21.3065
20.191,21.2577
20.192,21.2088
20.193,21.3065
20.195,21.2088
20.196,21.3065
20.197,21.2577
20.199,21.221
20.2,21.3065
20.201,21.3187
20.203,21.2577
20.206,21.3065
20.208,21.2088
20.209,21.2577
20.211,21.2333
20.212,21.3065
20.213,21.3187
20.216,21.3065
20.22,21.2577
20.221,21.3065
20.224,21.2577
20.231,21.2088
20.232,21.221
20.233,21.3065
20.234,21.2088
20.236,21.3065
20.237,21.2577
20.238,21.3065
20.239,21.2577
20.24,21.2455
20.241,21.2943
20.242,21.3065
20.245,21.221
20.247,21.3065
20.248,21.221
20.249,21.2577
20.25,21.3187
20.251,21.3065
20.252,21.3187
20.254,21.3065
20.257,21.3187
20.259,21.3065
20.26,21.2088
20.261,21.221
20.264,21.3187
20.269,21.3065
20.271,21.2088
20.272,21.2577
20.273,21.3065
20.274,21.2577
20.275,21.3065
20.276,21.2577
20.278,21.3065
20.283,21.3187
20.284,21.3065
20.285,21.2577
20.286,21.3065
20.289,21.2088
20.291,21.3065
20.294,21.2088
20.295,21.2577
20.296,21.3065
20.297,21.2577
20.298,21.3187
20.299,21.2455
20.301,21.3065
20.306,21.3187
20.307,21.2088
20.309,21.3065
20.31,21.2577
20.311,21.221
20.312,21.2577
20.315,21.3187
20.316,21.221
20.317,21.3187
20.318,21.221
20.32,21.2577
20.321,21.3065
20.328,21.3187
20.329,21.221
20.33,21.3065
20.334,21.3187
20.336,21.3065
20.341,21.3187
20.342,21.3553
20.344,21.3065
20.345,21.2455
20.349,21.3065
20.35,21.2088
20.351,21.3065
20.353,21.3187
20.354,21.2577
20.355,21.3187
20.356,21.3065
20.357,21.2577
20.358,21.3187
20.359,21.3065
20.361,21.2577
20.363,21.3187
20.364,21.3065
20.367,21.2577
20.368,21.3065
20.369,21.3187
20.37,21.3065
20.371,21.3187
20.372,21.2577
20.373,21.221
20.374,21.2577
20.375,21.3187
20.376,21.2577
20.377,21.3065
20.381,21.3187
20.382,21.3065
20.385,21.2577
20.386,21.3187
20.387,21.2577
20.388,21.3187
20.39,21.2699
20.391,21.3187
20.392,21.2577
20.393,21.3187
20.394,21.3553
20.395,21.3065
20.396,21.3187
20.397,21.3065
20.398,21.3187
20.4,21.3065
20.401,21.2577
20.402,21.3431
20.403,21.2577
20.404,21.3065
20.407,21.2577
20.408,21.3553
20.41,21.3187
20.411,21.2577
20.413,21.3553
20.415,21.3187
20.417,21.3553
20.418,21.3065
20.419,21.3187
20.421,21.3065
20.422,21.3553
20.423,21.3187
20.424,21.3553
20.425,21.3187
20.426,21.2577
20.427,21.3187
20.428,21.3431
20.429,21.3187
20.43,21.3553
20.432,21.3187
20.433,21.3065
20.434,21.3187
20.435,21.3065
20.436,21.3187
20.437,21.3065
20.438,21.4164
20.44,21.3065
20.441,21.3553
20.443,21.3065
20.444,21.3553
20.445,21.3187
20.448,21.4042
20.449,21.3187
20.45,21.3553
20.451,21.4164
20.452,21.3553
20.453,21.4042
20.454,21.3553
20.457,21.3187
20.458,21.3065
20.462,21.4042
20.463,21.4164
20.464,21.3553
20.465,21.4042
20.468,21.3919
20.469,21.4042
20.471,21.3187
20.472,21.4164
20.473,21.4042
20.474,21.3187
20.475,21.3553
20.476,21.4164
20.477,21.3187
20.478,21.4164
20.479,21.3065
20.484,21.4164
20.485,21.3187
20.486,21.3553
20.487,21.3065
20.488,21.3187
20.49,21.3431
20.492,21.4042
20.493,21.3065
20.498,21.4042
20.499,21.3553
20.501,21.4042
20.502,21.3553
20.503,21.4042
20.504,21.4164
20.505,21.4042
20.512,21.4164
20.514,21.4042
20.515,21.4164
20.516,21.3065
20.517,21.4042
20.518,21.3553
20.519,21.3065
20.52,21.3553
20.521,21.4042
20.522,21.4164
20.523,21.3431
20.524,21.3553
20.528,21.4164
20.529,21.4042
20.533,21.4164
20.534,21.4042
20.535,21.4164
20.536,21.4042
20.537,21.4164
20.539,21.4042
20.54,21.3553
20.542,21.4408
20.543,21.4164
20.544,21.3553
20.545,21.4042
20.547,21.4164
20.548,21.3065
20.549,21.4042
20.553,21.4164
20.555,21.3553
20.556,21.3431
20.557,21.4164
20.559,21.3553
20.56,21.4164
20.561,21.4042
20.562,21.4164
20.564,21.4042
20.565,21.4164
20.566,21.3553
20.567,21.4042
20.568,21.3553
20.569,21.3187
20.57,21.4164
20.573,21.3553
20.574,21.4164
20.576,21.4042
20.578,21.4164
20.579,21.3553
20.582,21.4164
20.583,21.3553
20.584,21.4164
20.585,21.3553
20.586,21.4164
20.587,21.4042
20.588,21.3553
20.589,21.4042
20.59,21.4164
20.591,21.453
20.592,21.4164
20.593,21.4042
20.594,21.4164
20.598,21.3553
20.599,21.4164
20.6,21.4042
20.602,21.3553
20.603,21.3431
20.604,21.4164
20.606,21.4042
20.607,21.4164
20.609,21.4042
20.61,21.3553
20.611,21.4042
20.612,21.4164
20.617,21.4042
20.62,21.3553
20.621,21.4042
20.622,21.4164
20.625,21.3553
20.626,21.4042
20.627,21.4164
20.629,21.4042
20.63,21.4164
20.633,21.4042
20.635,21.4164
20.636,21.4042
20.638,21.3431
20.639,21.3553
20.64,21.4042
20.641,21.4164
20.642,21.4042
20.643,21.4164
20.646,21.4042
20.648,21.3553
20.649,21.4042
20.65,21.453
20.651,21.4042
20.652,21.4164
20.654,21.4042
20.656,21.3553
20.657,21.4042
20.658,21.4164
20.661,21.4042
20.663,21.3553
20.664,21.4164
20.665,21.3675
20.666,21.4164
20.667,21.3553
20.668,21.4042
20.669,21.3553
20.67,21.4042
20.671,21.4164
20.672,21.3553
20.673,21.453
20.674,21.4042
20.675,21.4164
20.677,21.4042
20.678,21.4164
20.683,21.4042
20.685,21.3553
20.686,21.4164
20.687,21.4042
20.69,21.4164
20.691,21.3553
20.692,21.4042
20.693,21.3553
20.694,21.4042
20.697,21.4164
20.7,21.4042
20.702,21.4164
20.704,21.453
20.705,21.4042
20.707,21.4286
20.708,21.4164
20.71,21.4042
20.711,21.4164
20.712,21.4042
20.715,21.4164
20.716,21.4042
20.717,21.4164
20.719,21.4042
20.721,21.453
20.722,21.4042
20.724,21.4164
20.725,21.4042
20.726,21.3553
20.727,21.453
20.728,21.4042
20.732,21.453
20.733,21.4042
20.737,21.4164
20.74,21.3553
20.741,21.4042
20.742,21.4164
20.745,21.4042
20.747,21.4164
20.748,21.4042
20.749,21.4164
20.75,21.453
20.751,21.4042
20.752,21.4164
20.754,21.453
20.756,21.4164
20.758,21.3553
20.759,21.4042
20.761,21.3553
20.763,21.4164
20.764,21.4042
20.767,21.4164
20.768,21.453
20.769,21.4042
20.77,21.3553
20.771,21.453
20.777,21.4164
20.78,21.4042
20.782,21.3553
20.783,21.4164
20.786,21.453
20.788,21.4164
20.789,21.4042
20.79,21.4164
20.791,21.453
20.792,21.4164
20.794,21.3553
20.795,21.453
20.796,21.4042
20.798,21.453
20.799,21.4042
20.801,21.453
20.802,21.4042
20.803,21.5018
20.804,21.4042
20.806,21.4164
20.807,21.453
20.808,21.4164
20.809,21.4042
20.81,21.453
20.811,21.3553
20.812,21.453
20.814,21.4164
20.819,21.453
20.82,21.4286
20.821,21.453
20.822,21.4164
20.823,21.4042
20.828,21.4164
20.829,21.453
20.83,21.4164
20.831,21.4042
20.834,21.4164
20.836,21.4042
20.839,21.4164
20.843,21.4042
20.844,21.4164
20.845,21.4286
20.846,21.4164
20.847,21.4042
20.852,21.453
20.853,21.4164
20.854,21.4042
20.856,21.4164
20.858,21.4042
20.86,21.4286
20.864,21.4164
20.866,21.5018
20.867,21.4164
20.869,21.5018
20.87,21.4042
20.871,21.453
20.872,21.4042
20.873,21.4164
20.874,21.4042
20.878,21.4164
20.88,21.4042
20.881,21.4164
20.887,21.5018
20.888,21.453
20.891,21.4042
20.892,21.453
20.895,21.4164
20.896,21.453
20.897,21.4042
20.898,21.3553
20.9,21.4042
20.901,21.453
20.902,21.5018
20.905,21.453
20.907,21.4042
20.91,21.4164
20.913,21.453
20.915,21.5018
20.916,21.4042
20.917,21.4896
20.918,21.453
20.921,21.5018
20.923,21.4042
20.924,21.453
20.926,21.5018
20.929,21.453
20.93,21.4164
20.931,21.5018
20.933,21.5629
20.934,21.514
20.937,21.5018
20.938,21.4164
20.939,21.4042
20.941,21.4164
20.942,21.5018
20.943,21.4896
20.944,21.514
20.945,21.4164
20.947,21.453
20.948,21.4164
20.949,21.3553
20.95,21.4408
20.951,21.453
20.952,21.5018
20.953,21.453
20.954,21.4042
20.955,21.4164
20.963,21.5018
20.964,21.453
20.965,21.5018
20.966,21.514
20.969,21.5018
20.97,21.453
20.974,21.5018
20.975,21.4042
20.976,21.5018
20.977,21.4408
20.978,21.453
20.981,21.4164
20.984,21.5018
20.987,21.453
20.988,21.5018
20.989,21.5629
20.99,21.5018
20.991,21.5629
20.992,21.5018
20.994,21.4042
20.995,21.514
20.996,21.453
20.997,21.4164
20.998,21.5018
20.999,21.453
21,21.4896
21.001,21.453
21.002,21.5018
21.003,21.5629
21.004,21.453
21.005,21.5018
21.012,21.453
21.013,21.5018
21.019,21.514
21.02,21.453
21.022,21.5018
21.024,21.514
21.027,21.5018
21.028,21.514
21.031,21.5018
21.032,21.453
21.033,21.5629
21.034,21.453
21.035,21.4042
21.036,21.453
21.037,21.5018
21.038,21.514
21.04,21.5018
21.041,21.453
21.043,21.514
21.044,21.453
21.045,21.4408
21.047,21.5018
21.048,21.453
21.051,21.4164
21.052,21.453
21.056,21.4164
21.057,21.5018
21.058,21.453
21.059,21.4774
21.06,21.5018
21.061,21.453
21.062,21.514
21.063,21.5018
21.065,21.4164
21.066,21.453
21.067,21.5018
21.069,21.4408
21.07,21.5018
21.072,21.453
21.074,21.5018
21.075,21.453
21.076,21.5018
21.077,21.453
21.08,21.5018
21.082,21.453
21.084,21.5018
21.085,21.5629
21.086,21.453
21.087,21.5629
21.088,21.5018
21.089,21.514
21.09,21.5018
21.092,21.453
21.093,21.5018
21.094,21.453
21.096,21.4774
21.097,21.5018
21.098,21.4774
21.099,21.453
21.101,21.514
21.102,21.5018
21.103,21.514
21.104,21.453
21.105,21.5629
21.106,21.453
21.108,21.5018
21.109,21.453
21.11,21.5018
21.112,21.453
21.113,21.5018
21.115,21.453
21.117,21.5018
21.119,21.453
21.125,21.5018
21.126,21.453
21.127,21.5018
21.128,21.453
21.132,21.5629
21.133,21.5018
21.136,21.5384
21.137,21.5018
21.14,21.5629
21.141,21.453
21.143,21.5018
21.146,21.4164
21.147,21.5629
21.148,21.5018
21.149,21.453
21.15,21.4774
21.151,21.5018
21.152,21.453
21.153,21.5018
21.155,21.514
21.156,21.453
21.158,21.5629
21.159,21.5384
21.16,21.453
21.162,21.5018
21.163,21.5629
21.164,21.453
21.165,21.514
21.166,21.453
21.167,21.5629
21.168,21.514
21.169,21.5018
21.17,21.453
21.171,21.5018
21.173,21.453
21.174,21.5384
21.176,21.4042
21.177,21.5629
21.178,21.453
21.179,21.5018
21.18,21.453
21.182,21.5018
21.184,21.5629
21.187,21.4774
21.188,21.5018
21.189,21.453
21.19,21.5018
21.192,21.5384
21.193,21.514
21.194,21.5384
21.195,21.514
21.197,21.5384
21.198,21.514
21.199,21.5018
21.201,21.5384
21.202,21.5018
21.203,21.514
21.204,21.5384
21.206,21.5629
21.207,21.453
21.208,21.5384
21.209,21.5629
21.21,21.514
21.211,21.453
21.212,21.5018
21.215,21.514
21.216,21.5629
21.217,21.453
21.218,21.514
21.221,21.5384
21.222,21.5629
21.224,21.5018
21.225,21.5629
21.226,21.514
21.227,21.5018
21.228,21.514
21.23,21.5629
21.232,21.5384
21.233,21.514
21.234,21.453
21.236,21.5018
21.241,21.514
21.242,21.5018
21.243,21.5629
21.244,21.5384
21.245,21.5629
21.246,21.5384
21.249,21.5629
21.25,21.453
21.252,21.5384
21.253,21.5262
21.254,21.5629
21.255,21.514
21.256,21.5629
21.257,21.5018
21.261,21.5629
21.262,21.5018
21.263,21.453
21.266,21.5384
21.268,21.5629
21.27,21.5018
21.271,21.5629
21.272,21.5018
21.274,21.514
21.275,21.5629
21.276,21.514
21.277,21.5384
21.278,21.514
21.279,21.453
21.28,21.5384
21.285,21.453
21.286,21.5018
21.291,21.514
21.292,21.5018
21.293,21.5629
21.296,21.453
21.297,21.514
21.298,21.5018
21.3,21.453
21.301,21.5018
21.303,21.5629
21.304,21.5018
21.306,21.5384
21.307,21.5629
21.308,21.5018
21.309,21.5384
21.31,21.5629
21.312,21.5262
21.313,21.5629
21.314,21.5384
21.316,21.5629
21.317,21.5384
21.318,21.5018
21.323,21.514
21.324,21.5018
21.326,21.5629
21.327,21.5018
21.328,21.5384
21.329,21.5018
21.33,21.5629
21.331,21.5384
21.332,21.514
21.333,21.5384
21.334,21.5629
21.336,21.5018
21.338,21.5384
21.34,21.5018
21.342,21.5384
21.343,21.5018
21.345,21.5384
21.346,21.4774
21.347,21.5018
21.348,21.514
21.349,21.5629
21.352,21.5384
21.357,21.5018
21.358,21.5384
21.361,21.5629
21.362,21.5018
21.363,21.5629
21.364,21.5018
21.365,21.5629
21.366,21.5384
21.367,21.5629
21.368,21.5018
21.369,21.5384
21.37,21.5018
21.371,21.5384
21.373,21.5262
21.374,21.5629
21.375,21.5995
21.376,21.5629
21.378,21.5018
21.379,21.5384
21.381,21.5629
21.382,21.5384
21.383,21.514
21.384,21.5629
21.385,21.5995
21.386,21.5629
21.387,21.514
21.388,21.5995
21.389,21.5018
21.39,21.5384
21.391,21.5629
21.393,21.5018
21.394,21.5629
21.396,21.5018
21.397,21.5629
21.398,21.514
21.399,21.5384
21.401,21.5629
21.403,21.5384
21.405,21.5629
21.406,21.5384
21.407,21.5018
21.408,21.514
21.409,21.453
21.41,21.514
21.411,21.5384
21.412,21.5018
21.413,21.514
21.414,21.5384
21.416,21.5629
21.418,21.5384
21.419,21.5018
21.421,21.5995
21.422,21.5629
21.424,21.5018
21.425,21.5629
21.426,21.5018
21.427,21.514
21.429,21.5384
21.43,21.514
21.431,21.5018
21.432,21.5384
21.433,21.5018
21.434,21.5384
21.436,21.514
21.437,21.5384
21.438,21.5629
21.439,21.5018
21.44,21.5629
21.443,21.5995
21.444,21.5384
21.445,21.5629
21.447,21.5995
21.449,21.453
21.45,21.5018
21.451,21.5384
21.452,21.5629
21.455,21.5384
21.456,21.5018
21.457,21.5384
21.458,21.5629
21.461,21.514
21.462,21.5384
21.463,21.514
21.465,21.5018
21.466,21.5629
21.467,21.5384
21.468,21.5629
21.473,21.5018
21.474,21.5384
21.476,21.5018
21.477,21.5629
21.479,21.5384
21.48,21.5629
21.481,21.5018
21.483,21.5384
21.485,21.5018
21.486,21.5995
21.487,21.5384
21.488,21.5018
21.489,21.5995
21.49,21.5384
21.491,21.514
21.492,21.5018
21.493,21.5384
21.495,21.5629
21.496,21.5384
21.497,21.5018
21.499,21.5384
21.5,21.514
21.501,21.5018
21.502,21.5629
21.503,21.5018
21.504,21.5384
21.505,21.5629
21.506,21.5384
21.508,21.5018
21.509,21.514
21.511,21.5018
21.512,21.5384
21.513,21.5018
21.515,21.5629
21.516,21.5995
21.517,21.5018
21.518,21.5384
21.522,21.5995
21.523,21.5018
21.524,21.5384
21.525,21.5018
21.526,21.5995
21.527,21.5629
21.53,21.5018
21.532,21.5995
21.533,21.5384
21.534,21.5629
21.535,21.5384
21.536,21.5629
21.537,21.5384
21.538,21.5629
21.541,21.5018
21.542,21.5384
21.543,21.5018
21.544,21.5384
21.545,21.5018
21.546,21.5384
21.547,21.5629
21.549,21.5384
21.551,21.5995
21.552,21.5384
21.553,21.5018
21.554,21.5384
21.556,21.5629
21.557,21.5384
21.558,21.5629
21.559,21.5018
21.56,21.5384
21.565,21.5995
21.566,21.5629
21.567,21.5384
21.569,21.5629
21.57,21.5018
21.571,21.5629
21.572,21.5384
21.576,21.5995
21.577,21.5384
21.579,21.5629
21.58,21.5384
21.582,21.5995
21.584,21.5384
21.585,21.5018
21.586,21.5629
21.587,21.5384
21.591,21.5629
21.593,21.5384
21.594,21.5629
21.595,21.5018
21.596,21.5995
21.597,21.5384
21.6,21.5629
21.601,21.5995
21.602,21.5629
21.603,21.5995
21.604,21.514
21.605,21.5629
21.606,21.5384
21.607,21.5995
21.608,21.5018
21.609,21.5384
21.614,21.5995
21.615,21.5018
21.616,21.5384
21.619,21.5995
21.622,21.5751
21.623,21.5995
21.624,21.5384
21.628,21.5995
21.629,21.5629
21.63,21.5018
21.631,21.5629
21.633,21.5384
21.634,21.5995
21.635,21.5629
21.636,21.5384
21.637,21.514
21.638,21.5384
21.639,21.5018
21.64,21.6605
21.641,21.5384
21.643,21.5629
21.644,21.5384
21.645,21.5995
21.649,21.5018
21.65,21.514
21.651,21.5995
21.652,21.5384
21.653,21.5629
21.654,21.5384
21.655,21.5995
21.657,21.5018
21.658,21.5384
21.66,21.5995
21.661,21.5629
21.662,21.5384
21.663,21.5629
21.664,21.5995
21.665,21.5384
21.666,21.5995
21.667,21.5629
21.669,21.5384
21.67,21.5995
21.671,21.5384
21.672,21.5629
21.675,21.5384
21.677,21.5629
21.68,21.5384
21.681,21.5629
21.682,21.5995
21.684,21.5384
21.686,21.5995
21.688,21.5384
21.689,21.5995
21.69,21.5384
21.691,21.5995
21.693,21.5629
21.696,21.5995
21.698,21.5629
21.699,21.5995
21.701,21.5629
21.702,21.5384
21.703,21.5995
21.705,21.5384
21.706,21.5018
21.707,21.5629
21.708,21.5384
21.709,21.5629
21.71,21.5384
21.711,21.514
21.712,21.6361
21.713,21.5384
21.717,21.5995
21.718,21.5629
21.719,21.5384
21.721,21.5751
21.722,21.5384
21.723,21.5995
21.724,21.5629
21.725,21.5018
21.726,21.5384
21.727,21.6361
21.729,21.5384
21.731,21.514
21.732,21.5384
21.733,21.5995
21.734,21.5384
21.736,21.5995
21.737,21.5629
21.738,21.5384
21.74,21.5629
21.744,21.5384
21.745,21.5629
21.746,21.5384
21.747,21.5018
21.748,21.5384
21.749,21.5995
21.75,21.5384
21.751,21.5995
21.752,21.5384
21.753,21.5629
21.754,21.5384
21.758,21.5995
21.759,21.5629
21.76,21.5018
21.761,21.5384
21.762,21.5629
21.763,21.5384
21.764,21.5629
21.765,21.5384
21.766,21.5018
21.767,21.5629
21.768,21.5384
21.77,21.5018
21.771,21.5384
21.772,21.5629
21.773,21.5995
21.775,21.5629
21.776,21.5018
21.777,21.5629
21.781,21.5995
21.782,21.5629
21.784,21.5995
21.785,21.5629
21.788,21.5384
21.79,21.5751
21.791,21.5995
21.792,21.5629
21.794,21.5995
21.795,21.514
21.796,21.5995
21.797,21.5018
21.798,21.5629
21.801,21.5018
21.802,21.5629
21.803,21.5995
21.805,21.5629
21.807,21.5384
21.808,21.5629
21.809,21.5384
21.81,21.5018
21.811,21.5629
21.812,21.5384
21.813,21.5995
21.814,21.5629
21.816,21.5384
21.818,21.5629
21.819,21.5384
21.82,21.5629
21.821,21.6361
21.822,21.5995
21.824,21.5629
21.825,21.5995
21.826,21.5629
21.827,21.5995
21.828,21.5629
21.83,21.5384
21.831,21.6361
21.832,21.5995
21.833,21.5384
21.835,21.5995
21.836,21.6117
21.837,21.5384
21.842,21.5629
21.844,21.5995
21.845,21.5629
21.846,21.5995
21.847,21.514
21.848,21.6361
21.849,21.5384
21.85,21.5995
21.853,21.5629
21.854,21.5384
21.856,21.5629
21.859,21.6361
21.86,21.5995
21.861,21.6361
21.862,21.5384
21.863,21.6361
21.864,21.5629
21.867,21.5384
21.868,21.5995
21.869,21.5629
21.87,21.6605
21.871,21.5384
21.872,21.5995
21.873,21.6605
21.874,21.5629
21.875,21.5995
21.877,21.5629
21.878,21.5384
21.879,21.6117
21.88,21.5629
21.881,21.5384
21.882,21.6361
21.883,21.5629
21.884,21.5995
21.885,21.5384
21.886,21.5995
21.889,21.5629
21.891,21.5384
21.893,21.5629
21.894,21.5384
21.896,21.5629
21.897,21.5995
21.898,21.5018
21.899,21.5629
21.9,21.5995
21.901,21.5629
21.902,21.5384
21.903,21.5995
21.904,21.5629
21.905,21.5995
21.906,21.5384
21.907,21.5629
21.908,21.6361
21.909,21.5384
21.91,21.5629
21.911,21.5384
21.912,21.5995
21.913,21.5384
21.914,21.5995
21.915,21.6605
21.916,21.5629
21.918,21.6361
21.919,21.5629
21.923,21.6361
21.924,21.5995
21.925,21.5384
21.926,21.5629
21.929,21.5995
21.931,21.5629
21.934,21.5995
21.936,21.5629
21.938,21.5995
21.939,21.5384
21.94,21.5629
21.942,21.5384
21.943,21.5629
21.945,21.6605
21.946,21.6361
21.948,21.5995
21.949,21.5384
21.95,21.5629
21.952,21.6361
21.953,21.6605
21.954,21.6361
21.955,21.5629
21.956,21.6361
21.957,21.5995
21.958,21.6361
21.959,21.5629
21.96,21.6605
21.961,21.5384
21.962,21.5629
21.963,21.6361
21.964,21.5629
21.965,21.5384
21.967,21.6361
21.968,21.5629
21.971,21.6361
21.972,21.5995
21.974,21.5384
21.975,21.5629
21.976,21.6361
21.977,21.5384
21.979,21.5629
21.98,21.5995
21.981,21.6605
21.982,21.5995
21.984,21.6117
21.985,21.5629
21.987,21.5995
21.99,21.5629
21.996,21.6361
21.998,21.6605
21.999,21.5995
22.001,21.5629
22.002,21.6361
22.003,21.6605
22.004,21.5629
22.006,21.5384
22.007,21.5629
